ID1	DataType	ExptNumber	MouseID	strainName	sex	Date	birthDate	ExptDoneBy	Age(days)	Age(wks)	Expr1011	BodyWeight	DrugBottleStartWeight	WaterBottleStartWeight	DrugBottleEndWeight	WaterBottleEndWeight	MeasureDays	d7	d8	d9	d10	d11	d12	d13	DrugDose	Drug	DoseUnits	d14	d15	d16	d17	d18	d19	d20	d21	d22	d23	d24	d25	mg/kg formula check	MouseIDDateMaster	MouseIDDateMDTStatic	MouseIDDateQC	coatColor	origin	Group	nickname	SucrosePreference	OralMethPreference	mgMeth_gMouse_day	d2-d4	d3-d5	d2-d4bias	DrugVolConsumed	WaterVolConsumed	DrugPreferenceScore	TestNumber
14219	Sucrose	SUC0006	010202	B6NJ-Bcl11b+/- Cyfip2-S968F<J>	M	2022-08-22T00:00:00Z	2022-06-18T00:00:00Z	Marina	65	9.28571428571429		27.8999996185303	85.1999969482422	88.5999984741211	69.3000030517578	87.1999969482422	2							Do Not Use , different treatment procedure - OG, Day 3- Day 5	2	Sucrose Drinking	percent													211625.804444806	010202_8/22/2022_Sucrose	010202_8/22/2022_Sucrose	yes		Kumar Lab	yes	Bcl11b	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both		0.000569892262146273	15.8999938964844	1.40000152587891	0.919075012207031	15.8999938964844	1.40000152587889	0.919075034894567	2
14223	Sucrose	SUC0006	010202	B6NJ-Bcl11b+/- Cyfip2-S968F<J>	M	2022-08-24T00:00:00Z	2022-06-18T00:00:00Z	Marina	67	9.57142857142857		28.2000007629395	83.5	82.0999984741211	68.5999984741211	80.8000030517578	2							Do Not Use , different treatment procedure - OG, Day 5- Day 7	2	Sucrose Drinking	percent													203124.111442725	010202_8/24/2022_Sucrose	010202_8/24/2022_Sucrose	yes		Kumar Lab	yes	Bcl11b	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both		0.00052836883414062	14.9000015258789	1.29999542236328	0.91975337266922	14.9000015258789	1.2999954223633	0.919753353873048	3
14188	Sucrose	SUC0002	010561	C57BL/6J	M	2022-08-09T00:00:00Z	2022-05-17T00:00:00Z	Marina	84	12			78.8000030517578	82.4000015258789	74.4000015258789	77.0999984741211	2							Do Not Use, different treatment protocol; Day 1 - Day 3	0	Both water bottles	Percent														010561_8/9/2022_Sucrose	010561_8/9/2022_Sucrose	yes		Kumar Lab	to CLIMB	B6J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			4.40000152587891	5.30000305175781	0.453608185052872	4.40000152587889	5.30000305175781	0.453608190662411	1
14196	Sucrose	SUC0002	010561	C57BL/6J	M	2022-08-12T00:00:00Z	2022-05-17T00:00:00Z	Marina	87	12.4285714285714			85.1999969482422	77.0999984741211	62	75.0999984741211	2							Do Not Use, different treatment protocol; Day 3- Day 5	2	Sucrose Drinking	percent														010561_8/12/2022_Sucrose	010561_8/12/2022_Sucrose	yes		Kumar Lab	to CLIMB	B6J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			23.1999969482422	2	0.920634925365448	23.1999969482422	2	0.920634911023689	2
14204	Sucrose	SUC0002	010561	C57BL/6J	M	2022-08-14T00:00:00Z	2022-05-17T00:00:00Z	Marina	89	12.7142857142857			70	72.6999969482422	59.7999992370605	70.6999969482422	2							Do Not Use, different treatment protocol; Day 3- Day 5	2	Sucrose Drinking	percent														010561_8/14/2022_Sucrose	010561_8/14/2022_Sucrose	yes		Kumar Lab	to CLIMB	B6J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			10.2000007629395	2	0.836065590381622	10.2000007629395	2	0.836065584022298	3
14212	Sucrose	SUC0002	010561	C57BL/6J	M	2022-08-16T00:00:00Z	2022-05-17T00:00:00Z	Marina	91	13			87.3000030517578	73.5999984741211	75.5999984741211	71.9000015258789	2							Do Not Use, different treatment protocol; Day 7- Day 8	2	Sucrose Drinking	percent														010561_8/16/2022_Sucrose	010561_8/16/2022_Sucrose	yes		Kumar Lab	to CLIMB	B6J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			11.7000045776367	1.69999694824219	0.873134553432465	11.7000045776367	1.69999694824219	0.873134570547694	4
14185	Sucrose	SUC0002	010562	C57BL/6J	M	2022-08-09T00:00:00Z	2022-05-17T00:00:00Z	Marina	84	12			83.8000030517578	82.4000015258789	76.4000015258789	78.5	2							Do Not Use, different treatment protocol; Day 1 - Day 3	0	Both water bottles	Percent														010562_8/9/2022_Sucrose	010562_8/9/2022_Sucrose	yes		Kumar Lab	to CLIMB	B6J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			7.40000152587891	3.90000152587891	0.654867231845856	7.40000152587889	3.90000152587891	0.654867214812634	1
14193	Sucrose	SUC0002	010562	C57BL/6J	M	2022-08-12T00:00:00Z	2022-05-17T00:00:00Z	Marina	87	12.4285714285714			88.9000015258789	78.5	73.5999984741211	77.1999969482422	2							Do Not Use, different treatment protocol; Day 3- Day 5	2	Sucrose Drinking	percent														010562_8/12/2022_Sucrose	010562_8/12/2022_Sucrose	yes		Kumar Lab	to CLIMB	B6J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			15.3000030517578	1.30000305175781	0.921686589717865	15.3000030517578	1.3000030517578	0.921686591941525	2
14201	Sucrose	SUC0002	010562	C57BL/6J	M	2022-08-14T00:00:00Z	2022-05-17T00:00:00Z	Marina	89	12.7142857142857			74.8000030517578	70.5	68.5999984741211	64.0999984741211	2							Do Not Use, different treatment protocol; Day 3- Day 5	2	Sucrose Drinking	percent														010562_8/14/2022_Sucrose	010562_8/14/2022_Sucrose	yes		Kumar Lab	to CLIMB	B6J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			6.20000457763672	6.40000152587891	0.492063611745834	6.20000457763671	6.40000152587891	0.492063617009424	3
14209	Sucrose	SUC0002	010562	C57BL/6J	M	2022-08-16T00:00:00Z	2022-05-17T00:00:00Z	Marina	91	13			85.6999969482422	76	77.3000030517578	74.6999969482422	2							Do Not Use, different treatment protocol; Day 7- Day 8	2	Sucrose Drinking	percent														010562_8/16/2022_Sucrose	010562_8/16/2022_Sucrose	yes		Kumar Lab	to CLIMB	B6J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			8.39999389648438	1.30000305175781	0.865979015827179	8.3999938964844	1.3000030517578	0.86597902466419	4
14184	Sucrose	SUC0002	010563	C57BL/6J	M	2022-08-09T00:00:00Z	2022-05-17T00:00:00Z	Marina	84	12			83.5	83.0999984741211	74.5999984741211	78.1999969482422	2							Do Not Use, different treatment protocol; Day 1 - Day 3	0	Both water bottles	Percent														010563_8/9/2022_Sucrose	010563_8/9/2022_Sucrose	yes		Kumar Lab	to CLIMB	B6J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			8.90000152587891	4.90000152587891	0.644927501678467	8.90000152587891	4.90000152587889	0.644927504182345	1
14192	Sucrose	SUC0002	010563	C57BL/6J	M	2022-08-12T00:00:00Z	2022-05-17T00:00:00Z	Marina	87	12.4285714285714			82.5	78.1999969482422	61.5999984741211	76.6999969482422	2							Do Not Use, different treatment protocol; Day 1 - Day 3	2	Sucrose Drinking	percent														010563_8/12/2022_Sucrose	010563_8/12/2022_Sucrose	yes		Kumar Lab	to CLIMB	B6J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			20.9000015258789	1.5	0.933035731315613	20.9000015258789	1.5	0.933035718847294	2
14200	Sucrose	SUC0002	010563	C57BL/6J	M	2022-08-14T00:00:00Z	2022-05-17T00:00:00Z	Marina	89	12.7142857142857			62	75.0999984741211	43.9000015258789	73.5999984741211	2							Do Not Use, different treatment protocol; Day 3- Day 5	2	Sucrose Drinking	percent														010563_8/14/2022_Sucrose	010563_8/14/2022_Sucrose	yes		Kumar Lab	to CLIMB	B6J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			18.0999984741211	1.5	0.923469364643097	18.0999984741211	1.5	0.923469381797119	3
14208	Sucrose	SUC0002	010563	C57BL/6J	M	2022-08-16T00:00:00Z	2022-05-17T00:00:00Z	Marina	91	13			83.8000030517578	75.6999969482422	72.9000015258789	75.1999969482422	2							Do Not Use, different treatment protocol; Day 7- Day 8	2	Sucrose Drinking	percent														010563_8/16/2022_Sucrose	010563_8/16/2022_Sucrose	yes		Kumar Lab	to CLIMB	B6J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			10.9000015258789	0.5	0.956140339374542	10.9000015258789	0.5	0.956140356747763	4
14181	Sucrose	SUC0002	010584	C57BL/6J	M	2022-08-09T00:00:00Z	2022-05-10T00:00:00Z	Marina	91	13			81.1999969482422	83.6999969482422	74	80.0999984741211	2							Do Not Use, different treatment protocol; Day 1 - Day 3	0	Both water bottles	Percent														010584_8/9/2022_Sucrose	010584_8/9/2022_Sucrose	yes		EM05	to CLIMB	B6J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			7.19999694824219	3.59999847412109	0.666666686534882	7.1999969482422	3.59999847412111	0.666666666666666	1
14189	Sucrose	SUC0002	010584	C57BL/6J	M	2022-08-12T00:00:00Z	2022-05-10T00:00:00Z	Marina	94	13.4285714285714			85.8000030517578	80.0999984741211	69.0999984741211	78.6999969482422	2							Do Not Use, different treatment protocol; Day 1 - Day 3	2	Sucrose Drinking	percent														010584_8/12/2022_Sucrose	010584_8/12/2022_Sucrose	yes		EM05	to CLIMB	B6J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			16.7000045776367	1.40000152587891	0.922651886940002	16.7000045776367	1.40000152587889	0.92265187548158	2
14197	Sucrose	SUC0002	010584	C57BL/6J	M	2022-08-14T00:00:00Z	2022-05-10T00:00:00Z	Marina	96	13.7142857142857			69.0999984741211	78.6999969482422	53.7000007629395	77.4000015258789	2							Do Not Use, different treatment protocol; Day 3- Day 5	2	Sucrose Drinking	percent														010584_8/14/2022_Sucrose	010584_8/14/2022_Sucrose	yes		EM05	to CLIMB	B6J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			15.3999977111816	1.29999542236328	0.922155916690826	15.3999977111816	1.2999954223633	0.922155930725982	3
14205	Sucrose	SUC0002	010584	C57BL/6J	M	2022-08-16T00:00:00Z	2022-05-10T00:00:00Z	Marina	98	14			89.0999984741211	77.4000015258789	79	76.6999969482422	2							Do Not Use, different treatment protocol; Day 7- Day 8	2	Sucrose Drinking	percent														010584_8/16/2022_Sucrose	010584_8/16/2022_Sucrose	yes		EM05	to CLIMB	B6J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			10.0999984741211	0.700004577636719	0.93518477678299	10.0999984741211	0.700004577636705	0.935184779644782	4
14187	Sucrose	SUC0001	010586	DBA/1J	M	2022-08-09T00:00:00Z	2022-05-17T00:00:00Z	Marina	84	12			81.0999984741211	81.4000015258789	73.5999984741211	74.6999969482422	2							Do Not Use, different treatment protocol; Day 1 - Day 3	0	Both water bottles	Percent														010586_8/9/2022_Sucrose	010586_8/9/2022_Sucrose	yes		EM05		DBA1J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			7.5	6.70000457763672	0.528168857097626	7.5	6.70000457763671	0.52816884381936	1
14195	Sucrose	SUC0001	010586	DBA/1J	M	2022-08-12T00:00:00Z	2022-05-17T00:00:00Z	Marina	87	12.4285714285714			80.3000030517578	74.6999969482422	70	72.6999969482422	2							Do Not Use, different treatment protocol; Day 3- Day 5	2	Sucrose Drinking	percent														010586_8/12/2022_Sucrose	010586_8/12/2022_Sucrose	yes		EM05		DBA1J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			10.3000030517578	2	0.837398409843445	10.3000030517578	2	0.837398414326883	2
14203	Sucrose	SUC0001	010586	DBA/1J	M	2022-08-14T00:00:00Z	2022-05-17T00:00:00Z	Marina	89	12.7142857142857			73	79.5	65.3000030517578	72.0999984741211	2							Do Not Use, different treatment protocol; Day 3- Day 5	2	Sucrose Drinking	percent														010586_8/14/2022_Sucrose	010586_8/14/2022_Sucrose	yes		EM05		DBA1J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			7.69999694824219	7.40000152587891	0.509933650493622	7.6999969482422	7.40000152587891	0.509933624260871	3
14211	Sucrose	SUC0001	010586	DBA/1J	M	2022-08-16T00:00:00Z	2022-05-17T00:00:00Z	Marina	91	13			84.3000030517578	70.6999969482422	78.8000030517578	69.1999969482422	2							Do Not Use, different treatment protocol; Day 7- Day 8	2	Sucrose Drinking	percent														010586_8/16/2022_Sucrose	010586_8/16/2022_Sucrose	yes		EM05		DBA1J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			5.5	1.5	0.785714268684387	5.5	1.5	0.785714285714286	4
14186	Sucrose	SUC0001	010587	DBA/1J	M	2022-08-09T00:00:00Z	2022-05-17T00:00:00Z	Marina	84	12			82.0999984741211	82.0999984741211	79.0999984741211	67.8000030517578	2							Do Not Use, different treatment protocol; Day 1 - Day 3	0	Both water bottles	Percent														010587_8/9/2022_Sucrose	010587_8/9/2022_Sucrose	yes		EM05		DBA1J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			3	14.2999954223633	0.173410445451736	3	14.2999954223633	0.173410450509251	1
14194	Sucrose	SUC0001	010587	DBA/1J	M	2022-08-12T00:00:00Z	2022-05-17T00:00:00Z	Marina	87	12.4285714285714			81.6999969482422	82.6999969482422	73	79.5	2							Do Not Use, different treatment protocol; Day 3- Day 5	2	Sucrose Drinking	percent														010587_8/12/2022_Sucrose	010587_8/12/2022_Sucrose	yes		EM05		DBA1J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			8.69999694824219	3.19999694824219	0.731092572212219	8.6999969482422	3.1999969482422	0.73109255550227	2
14202	Sucrose	SUC0001	010587	DBA/1J	M	2022-08-14T00:00:00Z	2022-05-17T00:00:00Z	Marina	89	12.7142857142857			37.0999984741211	76.8000030517578	66	36.4000015258789	2							Do Not Use, different treatment protocol; Day 3- Day 5	2	Sucrose Drinking	percent														010587_8/14/2022_Sucrose	010587_8/14/2022_Sucrose	yes		EM05		DBA1J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			-28.9000015258789	40.4000015258789	-2.51304364204407	-28.9000015258789	40.4000015258789	-2.51304361094599	3
14210	Sucrose	SUC0001	010587	DBA/1J	M	2022-08-16T00:00:00Z	2022-05-17T00:00:00Z	Marina	91	13			89.4000015258789	72.0999984741211	86.9000015258789	69.9000015258789	2							Do Not Use, different treatment protocol; Day 7- Day 8	2	Sucrose Drinking	percent														010587_8/16/2022_Sucrose	010587_8/16/2022_Sucrose	yes		EM05		DBA1J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			2.5	2.19999694824219	0.531915247440338	2.5	2.19999694824219	0.531915238994997	4
14183	Sucrose	SUC0001	010588	DBA/1J	M	2022-08-09T00:00:00Z	2022-05-17T00:00:00Z	Marina	84	12			79.9000015258789	83.5	73.0999984741211	72.3000030517578	2							Do Not Use, different treatment protocol; Day 1 - Day 3	0	Both water bottles	Percent														010588_8/9/2022_Sucrose	010588_8/9/2022_Sucrose	yes		EM05		DBA1J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			6.80000305175781	11.1999969482422	0.377777934074402	6.80000305175781	11.1999969482422	0.377777947319878	1
14191	Sucrose	SUC0001	010588	DBA/1J	M	2022-08-12T00:00:00Z	2022-05-17T00:00:00Z	Marina	87	12.4285714285714			85.5999984741211	72.3000030517578	37.0999984741211	76.8000030517578	2							Do Not Use, different treatment protocol; Day 1 - Day 3	2	Sucrose Drinking	percent														010588_8/12/2022_Sucrose	010588_8/12/2022_Sucrose	yes		EM05		DBA1J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			48.5	-4.5	1.10227274894714	48.5	-4.5	1.10227272727273	2
14199	Sucrose	SUC0001	010588	DBA/1J	M	2022-08-14T00:00:00Z	2022-05-17T00:00:00Z	Marina	89	12.7142857142857			73.5999984741211	77.1999969482422	58.5	76	2							Do Not Use, different treatment protocol; Day 3- Day 5	2	Sucrose Drinking	percent														010588_8/14/2022_Sucrose	010588_8/14/2022_Sucrose	yes		EM05		DBA1J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			15.0999984741211	1.19999694824219	0.926380515098572	15.0999984741211	1.1999969482422	0.926380534647523	3
14207	Sucrose	SUC0001	010588	DBA/1J	M	2022-08-16T00:00:00Z	2022-05-17T00:00:00Z	Marina	91	13			89.1999969482422	82.8000030517578	86.0999984741211	78.8000030517578	2							Do Not Use, different treatment protocol; Day 7- Day 8	2	Sucrose Drinking	percent														010588_8/16/2022_Sucrose	010588_8/16/2022_Sucrose	yes		EM05		DBA1J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			3.09999847412109	4	0.436619609594345	3.09999847412111	4	0.436619597232357	4
14182	Sucrose	SUC0001	010589	DBA/1J	M	2022-08-09T00:00:00Z	2022-05-17T00:00:00Z	Marina	84	12			84.4000015258789	81.6999969482422	77.6999969482422	73.9000015258789	2							Do Not Use, different treatment protocol; Day 1 - Day 3	0	Both water bottles	Percent														010589_8/9/2022_Sucrose	010589_8/9/2022_Sucrose	yes		EM05		DBA1J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			6.70000457763672	7.79999542236328	0.462069272994995	6.70000457763671	7.7999954223633	0.462069281216324	1
14190	Sucrose	SUC0001	010589	DBA/1J	M	2022-08-12T00:00:00Z	2022-05-17T00:00:00Z	Marina	87	12.4285714285714			85.0999984741211	73.9000015258789	74.8000030517578	70.5	2							Do Not Use, different treatment protocol; Day 1 - Day 3	2	Sucrose Drinking	percent														010589_8/12/2022_Sucrose	010589_8/12/2022_Sucrose	yes		EM05		DBA1J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			10.2999954223633	3.40000152587891	0.751824676990509	10.2999954223633	3.40000152587891	0.751824650857667	2
14198	Sucrose	SUC0001	010589	DBA/1J	M	2022-08-14T00:00:00Z	2022-05-17T00:00:00Z	Marina	89	12.7142857142857			61.5999984741211	76.6999969482422	43	75.6999969482422	2							Do Not Use, different treatment protocol; Day 3- Day 5	2	Sucrose Drinking	percent														010589_8/14/2022_Sucrose	010589_8/14/2022_Sucrose	yes		EM05		DBA1J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			18.5999984741211	1	0.948979616165161	18.5999984741211	1	0.948979587864746	3
14206	Sucrose	SUC0001	010589	DBA/1J	M	2022-08-16T00:00:00Z	2022-05-17T00:00:00Z	Marina	91	13			81.3000030517578	87.3000030517578	79.8000030517578	83.0999984741211	2							Do Not Use, different treatment protocol; Day 7- Day 8	2	Sucrose Drinking	percent														010589_8/16/2022_Sucrose	010589_8/16/2022_Sucrose	yes		EM05		DBA1J	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			1.5	4.20000457763672	0.263157695531845	1.5	4.2000045776367	0.263157683396444	4
14227	Sucrose	SUC0009	010860	B6NJ-Cyfip2-S968F<J> (GET204)	M	2022-09-13T00:00:00Z	2022-07-12T00:00:00Z	Marina	63	9		24.5	85.5999984741211	88.3000030517578	83.6999969482422	83.8000030517578	2							Do Not Use , different treatment procedure - OG, Day 1- Day 3	0	Both water bottles	Percent													292437.539859694	010860_9/13/2022_Sucrose	010860_9/13/2022_Sucrose	yes		Kumar Lab	no	GET204	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both			1.90000152587891	4.5	0.296875178813934	1.90000152587889	4.5	0.296875167638022	1
14231	Sucrose	SUC0009	010860	B6NJ-Cyfip2-S968F<J> (GET204)	M	2022-09-15T00:00:00Z	2022-07-12T00:00:00Z	Marina	65	9.28571428571429		24.3999996185303	83.6999969482422	83.8000030517578	80.9000015258789	81.5999984741211	2							Do Not Use , different treatment procedure - OG, Day 3- Day 4	2	Sucrose Drinking	percent													277513.532130656	010860_9/15/2022_Sucrose	010860_9/15/2022_Sucrose	yes		Kumar Lab	no	GET204	SPT1: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both		0.000114753912546657	2.79999542236328	2.20000457763672	0.559999108314514	2.7999954223633	2.2000045776367	0.559999084472659	2
