"ID1","DataType","ExptNumber","MouseID","strainName","sex","Date","birthDate","ExptDoneBy","Age(days)","Age(wks)","Expr1011","BodyWeight","DrugBottleStartWeight","WaterBottleStartWeight","DrugBottleEndWeight","WaterBottleEndWeight","MeasureDays","d7","d8","d9","d10","d11","d12","d13","DrugDose","Drug","DoseUnits","d14","d15","d16","d17","d18","d19","d20","d21","d22","d23","d24","d25","mg/kg formula check","MouseIDDateMaster","MouseIDDateMDTStatic","MouseIDDateQC","coatColor","origin","Group","nickname","SucrosePreference","OralMethPreference","mgMeth_gMouse_day","d2-d4","d3-d5","d2-d4bias","TestNumber","DrugVolConsumed","WaterVolConsumed","DrugPreferenceScore","DrugMassConsumed","n_group_iqr","outlier_flag_DrugMassConsumed","outlier_flag_DrugPreferenceScore"
15179,"Oral methamphetamine","SUC0008","011665","C57BL/6J","M",2022-09-07,2022-05-31,"Marina",99,14.1428571428571,NA,29.1000003814697,87.6999969482422,86,81,78.8000030517578,2,NA,NA,NA,NA,NA,NA,"Day 10- Day 12","40","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244113.388794137,"011665_9/7/2022_Oral methamphetamine","011665_9/7/2022_Oral methamphetamine","yes",NA,"AX27","to CLIMB","B6J",NA,"OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",0.00460480883877143,6.69999694824219,7.19999694824219,0.482014387845993,3,6.6999969482422,7.1999969482422,0.48201438059169,0.00460480883877144,"eligible",FALSE,FALSE
15150,"Oral methamphetamine","SUC0008","011666","C57BL/6J","M",2022-09-01,2022-05-31,"Marina",93,13.2857142857143,NA,27.1000003814697,83.5999984741211,87,77.0999984741211,83.3000030517578,2,NA,NA,NA,NA,NA,NA,"Day 4- Day 6","20","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237843.523231823,"011666_9/1/2022_Oral methamphetamine","011666_9/1/2022_Oral methamphetamine","yes",NA,"AX27","to CLIMB","B6J",NA,"OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",0.00239852395147733,6.5,3.69999694824219,0.637255072593689,1,6.5,3.6999969482422,0.637255092622372,0.00239852395147734,"eligible",FALSE,FALSE
15160,"Oral methamphetamine","SUC0008","011666","C57BL/6J","M",2022-09-03,2022-05-31,"Marina",95,13.5714285714286,NA,26.8999996185303,77.0999984741211,83.3000030517578,72.9000015258789,83,2,NA,NA,NA,NA,NA,NA,"Day 6- Day 8","20","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208943.863325493,"011666_9/3/2022_Oral methamphetamine","011666_9/3/2022_Oral methamphetamine","yes",NA,"AX27","to CLIMB","B6J",NA,"OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",0.00156133717762174,4.19999694824219,0.300003051757813,0.933332681655884,2,4.19999694824219,0.300003051757798,0.933332655164933,0.00156133717762174,"eligible",FALSE,FALSE
15180,"Oral methamphetamine","SUC0008","011666","C57BL/6J","M",2022-09-07,2022-05-31,"Marina",99,14.1428571428571,NA,26.7999992370605,85.6999969482422,86.8000030517578,80.3000030517578,81.8000030517578,2,NA,NA,NA,NA,NA,NA,"Day 10- Day 12","40","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256780.229733032,"011666_9/7/2022_Oral methamphetamine","011666_9/7/2022_Oral methamphetamine","yes",NA,"AX27","to CLIMB","B6J",NA,"OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",0.00402984630612747,5.39999389648438,5,0.519230484962463,3,5.3999938964844,5,0.51923048707844,0.0040298463061275,"eligible",FALSE,FALSE
15190,"Oral methamphetamine","SUC0008","011666","C57BL/6J","M",2022-09-09,2022-05-31,"Marina",101,14.4285714285714,NA,26.7999992370605,79.5999984741211,81.0999984741211,76.6999969482422,79,1,NA,NA,NA,NA,NA,NA,"Day 12- Day 13","40","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227810.447687475,"011666_9/9/2022_Oral methamphetamine","011666_9/9/2022_Oral methamphetamine","yes",NA,"AX27","to CLIMB","B6J",NA,"OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",0.00432836060960572,2.90000152587891,2.09999847412109,0.580000281333923,4,2.90000152587889,2.09999847412109,0.58000030517578,0.00432836060960571,"eligible",FALSE,FALSE
15153,"Oral methamphetamine","SUC0008","011667","C57BL/6J","M",2022-09-01,2022-05-31,"Marina",93,13.2857142857143,NA,25.8999996185303,82.3000030517578,81.5,74.4000015258789,79.3000030517578,2,NA,NA,NA,NA,NA,NA,"Day 4- Day 6","20","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236413.90762055,"011667_9/1/2022_Oral methamphetamine","011667_9/1/2022_Oral methamphetamine","yes",NA,"AX27","to CLIMB","B6J",NA,"OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",0.00305019368426045,7.90000152587891,2.19999694824219,0.782178461551666,1,7.90000152587889,2.1999969482422,0.782178487068173,0.00305019368426044,"eligible",FALSE,FALSE
15163,"Oral methamphetamine","SUC0008","011667","C57BL/6J","M",2022-09-03,2022-05-31,"Marina",95,13.5714285714286,NA,25.6000003814697,74.4000015258789,79.3000030517578,69.6999969482422,78,2,NA,NA,NA,NA,NA,NA,"Day 6- Day 8","20","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202565.609774506,"011667_9/3/2022_Oral methamphetamine","011667_9/3/2022_Oral methamphetamine","yes",NA,"AX27","to CLIMB","B6J",NA,"OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",0.00183593926078172,4.70000457763672,1.30000305175781,0.783333122730255,2,4.7000045776367,1.3000030517578,0.783333100213243,0.00183593926078171,"eligible",FALSE,FALSE
15183,"Oral methamphetamine","SUC0008","011667","C57BL/6J","M",2022-09-07,2022-05-31,"Marina",99,14.1428571428571,NA,25.2999992370605,85,86.5999984741211,82,81.3000030517578,2,NA,NA,NA,NA,NA,NA,"Day 10- Day 12","40","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275494.079453964,"011667_9/7/2022_Oral methamphetamine","011667_9/7/2022_Oral methamphetamine","yes",NA,"AX27","to CLIMB","B6J",NA,"OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",0.0023715415734918,3,5.29999542236328,0.361445993185043,3,3,5.2999954223633,0.36144598247812,0.00237154157349181,"eligible",FALSE,FALSE
15193,"Oral methamphetamine","SUC0008","011667","C57BL/6J","M",2022-09-09,2022-05-31,"Marina",101,14.4285714285714,NA,25.7999992370605,81.9000015258789,80.6999969482422,81,77,1,NA,NA,NA,NA,NA,NA,"Day 12- Day 13","40","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257127.910795224,"011667_9/9/2022_Oral methamphetamine","011667_9/9/2022_Oral methamphetamine","yes",NA,"AX27","to CLIMB","B6J",NA,"OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",0.00139535124417538,0.900001525878906,3.69999694824219,0.195652574300766,4,0.900001525878906,3.6999969482422,0.195652570526312,0.00139535124417538,"eligible",FALSE,FALSE
14866,"Oral methamphetamine","SUC0028","014821","B6NJ-Fndc4-/- Cyfip2-S968F<J>","M",2023-02-13,2022-11-06,"Marina",99,14.1428571428571,NA,28.7999992370605,83.3000030517578,72,79.3000030517578,69.3000030517578,2,NA,NA,NA,NA,NA,NA,"Day 3- Day 5","20","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229364.257106894,"014821_2/13/2023_Oral methamphetamine","014821_2/13/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Fndc4",NA,"OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",0.00138888892568188,4,2.69999694824219,0.597015202045441,1,4,2.6999969482422,0.597015197305341,0.00138888892568188,"eligible",FALSE,FALSE
14884,"Oral methamphetamine","SUC0028","014821","B6NJ-Fndc4-/- Cyfip2-S968F<J>","M",2023-02-15,2022-11-06,"Marina",101,14.4285714285714,NA,28.7000007629395,79.3000030517578,69.3000030517578,74.8000030517578,63.9000015258789,2,NA,NA,NA,NA,NA,NA,"Day 5- Day 7","20","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206677.368199222,"014821_2/15/2023_Oral methamphetamine","014821_2/15/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Fndc4",NA,"OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",0.00156794420919002,4.5,5.40000152587891,0.454545378684998,2,4.5,5.4000015258789,0.454545384486746,0.00156794420919001,"eligible",FALSE,FALSE
14920,"Oral methamphetamine","SUC0028","014821","B6NJ-Fndc4-/- Cyfip2-S968F<J>","M",2023-02-22,2022-11-06,"Marina",108,15.4285714285714,NA,29.2999992370605,77.0999984741211,83,71.9000015258789,81.0999984741211,2,NA,NA,NA,NA,NA,NA,"Day 3- Day 5","40","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189197.623847144,"014821_2/22/2023_Oral methamphetamine","014821_2/22/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Fndc4",NA,"OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",0.00354948606392105,5.19999694824219,1.90000152587891,0.732394099235535,4,5.19999694824219,1.90000152587891,0.732394093772801,0.00354948606392105,"eligible",FALSE,FALSE
14938,"Oral methamphetamine","SUC0028","014821","B6NJ-Fndc4-/- Cyfip2-S968F<J>","M",2023-02-24,2022-11-06,"Marina",110,15.7142857142857,NA,29,71.9000015258789,81.0999984741211,66.8000030517578,79.0999984741211,2,NA,NA,NA,NA,NA,NA,"Day 5- Day 7","40","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165617.945177802,"014821_2/24/2023_Oral methamphetamine","014821_2/24/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Fndc4",NA,"OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",0.00351724032698006,5.09999847412109,2,0.718309819698334,5,5.09999847412111,2,0.718309798616178,0.00351724032698007,"eligible",FALSE,FALSE
14870,"Oral methamphetamine","SUC0028","014823","B6NJ-Fndc4-/- Cyfip2-S968F<J>","M",2023-02-13,2022-11-06,"Marina",99,14.1428571428571,NA,23.8999996185303,83.9000015258789,84.0999984741211,78.9000015258789,81.5,2,NA,NA,NA,NA,NA,NA,"Day 3- Day 5","20","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276975.33702412,"014823_2/13/2023_Oral methamphetamine","014823_2/13/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Fndc4",NA,"OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",0.00209205024259639,5,2.59999847412109,0.657894849777222,1,5,2.59999847412109,0.657894868929987,0.00209205024259639,"eligible",FALSE,FALSE
14888,"Oral methamphetamine","SUC0028","014823","B6NJ-Fndc4-/- Cyfip2-S968F<J>","M",2023-02-15,2022-11-06,"Marina",101,14.4285714285714,NA,23.8999996185303,78.9000015258789,81.5,72.3000030517578,78.9000015258789,2,NA,NA,NA,NA,NA,NA,"Day 5- Day 7","20","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238680.765936955,"014823_2/15/2023_Oral methamphetamine","014823_2/15/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Fndc4",NA,"OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",0.00276150568178417,6.59999847412109,2.59999847412109,0.71739137172699,2,6.59999847412111,2.59999847412109,0.71739137645933,0.00276150568178418,"eligible",FALSE,FALSE
14924,"Oral methamphetamine","SUC0028","014823","B6NJ-Fndc4-/- Cyfip2-S968F<J>","M",2023-02-22,2022-11-06,"Marina",108,15.4285714285714,NA,24.2000007629395,75,84.4000015258789,68.5999984741211,82.6999969482422,2,NA,NA,NA,NA,NA,NA,"Day 3- Day 5","40","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212603.299082502,"014823_2/22/2023_Oral methamphetamine","014823_2/22/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Fndc4",NA,"OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",0.00528925729265269,6.40000152587891,1.70000457763672,0.790123045444489,4,6.40000152587891,1.7000045776367,0.790123049796363,0.00528925729265268,"eligible",FALSE,FALSE
14942,"Oral methamphetamine","SUC0028","014823","B6NJ-Fndc4-/- Cyfip2-S968F<J>","M",2023-02-24,2022-11-06,"Marina",110,15.7142857142857,NA,23.7999992370605,68.5999984741211,82.6999969482422,62.7999992370605,81,2,NA,NA,NA,NA,NA,NA,"Day 5- Day 7","40","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181011.773791009,"014823_2/24/2023_Oral methamphetamine","014823_2/24/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Fndc4",NA,"OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",0.00487394909494702,5.79999923706055,1.69999694824219,0.773333609104156,5,5.7999992370606,1.6999969482422,0.773333624945895,0.00487394909494707,"eligible",FALSE,FALSE
14868,"Oral methamphetamine","SUC0028","014825","B6NJ-Fndc4-/- Cyfip2-S968F<J>","M",2023-02-13,2022-11-06,"Marina",99,14.1428571428571,NA,28.2999992370605,87.5,84.5999984741211,83.9000015258789,82.5999984741211,2,NA,NA,NA,NA,NA,NA,"Day 3- Day 5","20","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259408.134201862,"014825_2/13/2023_Oral methamphetamine","014825_2/13/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Fndc4",NA,"OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",0.00127208430076799,3.59999847412109,2,0.642857074737549,1,3.59999847412109,2,0.642857045543411,0.001272084300768,"eligible",FALSE,FALSE
14886,"Oral methamphetamine","SUC0028","014825","B6NJ-Fndc4-/- Cyfip2-S968F<J>","M",2023-02-15,2022-11-06,"Marina",101,14.4285714285714,NA,26.8999996185303,83.9000015258789,82.5999984741211,81,76,2,NA,NA,NA,NA,NA,NA,"Day 5- Day 7","20","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252635.687684633,"014825_2/15/2023_Oral methamphetamine","014825_2/15/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Fndc4",NA,"OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",0.00107806749702748,2.90000152587891,6.59999847412109,0.305263310670853,2,2.90000152587891,6.59999847412109,0.305263318513569,0.00107806749702748,"eligible",FALSE,FALSE
14922,"Oral methamphetamine","SUC0028","014825","B6NJ-Fndc4-/- Cyfip2-S968F<J>","M",2023-02-22,2022-11-06,"Marina",108,15.4285714285714,NA,27.2000007629395,77.3000030517578,84.1999969482422,71.3000030517578,82.9000015258789,2,NA,NA,NA,NA,NA,NA,"Day 3- Day 5","40","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202628.311756686,"014825_2/22/2023_Oral methamphetamine","014825_2/22/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Fndc4",NA,"OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",0.00441176458213569,6,1.29999542236328,0.821918308734894,4,6,1.2999954223633,0.821918323622395,0.00441176458213568,"eligible",FALSE,FALSE
14940,"Oral methamphetamine","SUC0028","014825","B6NJ-Fndc4-/- Cyfip2-S968F<J>","M",2023-02-24,2022-11-06,"Marina",110,15.7142857142857,NA,27.6000003814697,71.3000030517578,82.9000015258789,66.4000015258789,81.3000030517578,2,NA,NA,NA,NA,NA,NA,"Day 5- Day 7","40","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171533.342284972,"014825_2/24/2023_Oral methamphetamine","014825_2/24/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Fndc4",NA,"OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",0.00355072569431463,4.90000152587891,1.59999847412109,0.753846406936646,5,4.90000152587889,1.59999847412111,0.753846388596753,0.00355072569431462,"eligible",FALSE,FALSE
14873,"Oral methamphetamine","SUC0029","015002","B6NJ-Tmem151b-/- Cyfip2-S968F<J>","F",2023-02-13,2022-11-13,"Marina",92,13.1428571428571,NA,17.7000007629395,88.0999984741211,80,83.1999969482422,79.0999984741211,2,NA,NA,NA,NA,NA,NA,"Day 3- Day 5","20","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414119.724160761,"015002_2/13/2023_Oral methamphetamine","015002_2/13/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Tmem151b",NA,"OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",0.0027683623246721,4.90000152587891,0.900001525878906,0.84482741355896,1,4.90000152587889,0.900001525878906,0.844827404770736,0.00276836232467209,"eligible",FALSE,FALSE
14891,"Oral methamphetamine","SUC0029","015002","B6NJ-Tmem151b-/- Cyfip2-S968F<J>","F",2023-02-15,2022-11-13,"Marina",94,13.4285714285714,NA,17.3999996185303,83.1999969482422,79.0999984741211,81.5999984741211,71.5,2,NA,NA,NA,NA,NA,NA,"Day 5- Day 7","20","Methamphetamine drinking","mg_L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390179.297571715,"015002_2/15/2023_Oral methamphetamine","015002_2/15/2023_Oral methamphetamine","yes",NA,"Kumar Lab","yes","Tmem151b",NA,"OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",0.000919539373102722,1.59999847412109,7.59999847412109,0.173912942409515,2,1.59999847412111,7.59999847412109,0.173912935311007,0.000919539373102729,"eligible",FALSE,FALSE
